                     * d:\esim-workspace\7thsnm\7thsnm.cir
                     Transient Analysis  Sat Oct 08 16:38:37  2022
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-2.71631e-11	0.000000e+00	0.000000e+00	
1	1.000000e-12	4.706263e-05	6.146078e-05	1.006888e-05	
2	2.000000e-12	4.993843e-05	5.752926e-05	6.941806e-06	
3	4.000000e-12	5.066771e-05	5.370060e-05	3.962273e-06	
4	8.000000e-12	4.641830e-05	4.796435e-05	4.244634e-06	
5	1.600000e-11	4.226672e-05	2.911316e-05	1.580595e-06	
6	3.200000e-11	3.133286e-05	-2.69768e-05	1.973678e-06	
7	5.974222e-11	8.538873e-06	1.247152e-05	-1.19573e-06	
8	8.880375e-11	8.100801e-06	-1.64360e-05	9.420659e-07	
9	1.465726e-10	1.486750e-06	1.647787e-05	-9.74852e-07	
10	2.333326e-10	4.216503e-06	-1.54306e-05	9.470602e-07	
11	3.333326e-10	-1.06520e-06	1.673012e-05	-9.75376e-07	
12	4.333326e-10	2.422711e-06	-1.51633e-05	9.480479e-07	
13	5.333326e-10	-2.04360e-06	1.684187e-05	-9.76196e-07	
14	6.333326e-10	1.809035e-06	-1.50804e-05	9.490150e-07	
15	7.333326e-10	-2.39934e-06	1.689007e-05	-9.76712e-07	
16	8.333326e-10	1.593794e-06	-1.50578e-05	9.494069e-07	
17	9.333326e-10	-2.46681e-06	1.690247e-05	-9.77964e-07	
18	1.033333e-09	1.504700e-06	-1.50546e-05	9.510359e-07	
19	1.133333e-09	-2.47532e-06	1.690861e-05	-9.79938e-07	
20	1.233333e-09	1.456294e-06	-1.50571e-05	9.531329e-07	
21	1.333333e-09	-2.46127e-06	1.691217e-05	-9.82237e-07	
22	1.433333e-09	1.423809e-06	-1.50618e-05	9.554425e-07	
23	1.533333e-09	-2.43893e-06	1.691478e-05	-9.84657e-07	
24	1.633333e-09	1.397400e-06	-1.50675e-05	9.577743e-07	
25	1.733333e-09	-2.41380e-06	1.691719e-05	-9.87055e-07	
26	1.833333e-09	1.373478e-06	-1.50736e-05	9.600900e-07	
27	1.933333e-09	-2.38803e-06	1.691962e-05	-9.89434e-07	
28	2.033333e-09	1.350672e-06	-1.50800e-05	9.623814e-07	
29	2.133333e-09	-2.36235e-06	1.692219e-05	-9.91783e-07	
30	2.233333e-09	1.328501e-06	-1.50866e-05	9.646464e-07	
31	2.333333e-09	-2.33705e-06	1.692493e-05	-9.94105e-07	
32	2.433333e-09	1.306809e-06	-1.50934e-05	9.668868e-07	
33	2.533333e-09	-2.31217e-06	1.692785e-05	-9.96399e-07	
34	2.633333e-09	1.285552e-06	-1.51005e-05	9.691043e-07	
35	2.733333e-09	-2.28772e-06	1.693096e-05	-9.98669e-07	
36	2.833333e-09	1.264726e-06	-1.51077e-05	9.712997e-07	
37	2.933333e-09	-2.26369e-06	1.693426e-05	-1.00091e-06	
38	3.033333e-09	1.244334e-06	-1.51151e-05	9.734735e-07	
39	3.133333e-09	-2.24003e-06	1.693773e-05	-1.00314e-06	
40	3.233333e-09	1.224424e-06	-1.51227e-05	9.756364e-07	
41	3.333333e-09	-2.21676e-06	1.694135e-05	-1.00535e-06	
42	3.433333e-09	1.204933e-06	-1.51306e-05	9.777753e-07	
43	3.533333e-09	-2.19379e-06	1.694515e-05	-1.00754e-06	
44	3.633333e-09	1.185885e-06	-1.51387e-05	9.798828e-07	
45	3.733333e-09	-2.17110e-06	1.694909e-05	-1.00969e-06	
46	3.833333e-09	1.167297e-06	-1.51470e-05	9.819631e-07	
47	3.933333e-09	-2.14868e-06	1.695315e-05	-1.01183e-06	
48	4.033333e-09	1.149182e-06	-1.51557e-05	9.840166e-07	
49	4.133333e-09	-2.12650e-06	1.695733e-05	-1.01394e-06	
50	4.233333e-09	1.131556e-06	-1.51646e-05	9.860411e-07	
51	4.333333e-09	-2.10452e-06	1.696159e-05	-1.01605e-06	
52	4.433333e-09	1.114436e-06	-1.51739e-05	9.880321e-07	
53	4.533333e-09	-2.08271e-06	1.696591e-05	-1.01815e-06	
54	4.633333e-09	1.097847e-06	-1.51835e-05	9.899819e-07	

Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
55	4.733333e-09	-2.06103e-06	1.697025e-05	-1.02026e-06	
56	4.833333e-09	1.081819e-06	-1.51936e-05	9.918779e-07	
57	4.933333e-09	-2.03942e-06	1.697460e-05	-1.02240e-06	
58	5.033333e-09	1.066396e-06	-1.52040e-05	9.936983e-07	
59	5.133333e-09	-2.01781e-06	1.697890e-05	-1.02458e-06	
60	5.233333e-09	1.051635e-06	-1.52150e-05	9.954052e-07	
61	5.333333e-09	-1.99614e-06	1.698313e-05	-1.02687e-06	
62	5.433333e-09	1.037616e-06	-1.52266e-05	9.969292e-07	
63	5.533333e-09	-1.97427e-06	1.698725e-05	-1.02936e-06	
64	5.633333e-09	1.024426e-06	-1.52387e-05	9.981274e-07	
65	5.733333e-09	-1.95200e-06	1.699124e-05	-1.03223e-06	
66	5.833333e-09	1.012332e-06	-1.52514e-05	9.987400e-07	
67	5.933333e-09	-1.92911e-06	1.699512e-05	-1.03591e-06	
68	6.033333e-09	1.001697e-06	-1.52647e-05	9.981831e-07	
69	6.133333e-09	-1.90506e-06	1.699903e-05	-1.04133e-06	
70	6.233333e-09	9.932608e-07	-1.52783e-05	9.950676e-07	
71	6.333333e-09	-1.87873e-06	1.700340e-05	-1.05065e-06	
72	6.433333e-09	9.886392e-07	-1.52917e-05	9.861044e-07	
73	6.533333e-09	-1.84798e-06	1.700767e-05	-1.06884e-06	
74	6.633333e-09	9.592369e-07	-1.53181e-05	1.034339e-06	
75	6.733333e-09	-1.82823e-06	1.700260e-05	-1.04915e-06	
76	6.833333e-09	9.563990e-07	-1.53370e-05	1.021787e-06	
77	6.933333e-09	-1.79983e-06	1.700302e-05	-1.06014e-06	
78	7.033333e-09	9.539051e-07	-1.53571e-05	1.017246e-06	
79	7.133333e-09	-1.77102e-06	1.700195e-05	-1.06655e-06	
80	7.233333e-09	9.533170e-07	-1.53796e-05	1.015857e-06	
81	7.333333e-09	-1.74068e-06	1.699921e-05	-1.07090e-06	
82	7.433333e-09	9.552860e-07	-1.54046e-05	1.016025e-06	
83	7.533333e-09	-1.70826e-06	1.699486e-05	-1.07409e-06	
84	7.633333e-09	9.602081e-07	-1.54321e-05	1.017172e-06	
85	7.733333e-09	-1.67353e-06	1.698894e-05	-1.07647e-06	
86	7.833333e-09	9.682624e-07	-1.54622e-05	1.019084e-06	
87	7.933333e-09	-1.63646e-06	1.698151e-05	-1.07817e-06	
88	8.033333e-09	9.794604e-07	-1.54951e-05	1.021681e-06	
